NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kornél Dávid, CLE, SF,28,6, 0, 5.2,0.7,1.5, .444, 0.0,0.0,, 0.7, 1.5,.444,.444, 0.5,0.7,.750, 0.7,0.7,1.3,0.2, 0.7, 0.2,0.3,1.2, 1.8
Antonio Davis, TOR, C,31,79, 78, 31.4,4.0,9.0, .440, 0.0,0.0,, 4.0, 9.0,.440,.440, 3.6,4.7,.765, 3.0,5.8,8.8,1.3, 0.5, 1.3,1.5,3.4, 11.5
Baron Davis, CHH, PG,20,82, 0, 18.6,2.2,5.3, .420, 0.3,1.4,.225, 1.9, 3.9,.488,.449, 1.2,1.9,.634, 0.6,1.4,2.0,3.8, 1.2, 0.2,1.7,2.5, 5.9
Ben Davis, PHO, PF,27,5, 0, 4.4,0.4,1.2, .333, 0.0,0.0,, 0.4, 1.2,.333,.333, 0.0,0.0,, 0.6,1.2,1.8,0.4, 0.2, 0.2,0.6,0.4, 0.8
Dale Davis, IND, C,30,74, 72, 28.7,4.1,8.1, .502, 0.0,0.0,, 4.1, 8.1,.502,.502, 1.9,2.7,.685, 3.5,6.4,9.9,0.9, 0.7, 1.3,1.2,2.7, 10.0
Emanual Davis, SEA, PG,31,54, 2, 13.0,1.5,4.1, .364, 0.6,1.9,.301, 0.9, 2.2,.419,.434, 0.5,0.7,.684, 0.3,1.6,1.9,1.3, 0.7, 0.1,0.8,1.3, 4.0
Hubert Davis, DAL, PG,29,79, 15, 23.0,2.7,5.9, .468, 1.0,2.1,.491, 1.7, 3.8,.455,.556, 0.8,1.0,.870, 0.2,1.5,1.7,1.8, 0.3, 0.0,0.9,1.4, 7.4
Mark Davis, GSW, SF,26,23, 7, 20.2,2.4,6.0, .409, 0.0,0.1,.000, 2.4, 5.9,.415,.409, 1.3,2.0,.660, 1.3,2.3,3.7,1.7, 1.1, 0.2,1.7,2.3, 6.2
Ricky Davis, CHH, SG,20,48, 4, 11.9,2.0,3.9, .503, 0.0,0.1,.000, 2.0, 3.8,.514,.503, 0.8,1.1,.765, 0.6,1.1,1.7,1.3, 0.6, 0.2,1.0,0.8, 4.7
Todd Day, PHO, SG,30,58, 1, 16.2,2.2,5.7, .394, 1.1,2.8,.388, 1.1, 2.8,.400,.491, 1.2,1.9,.667, 0.5,1.7,2.2,1.1, 0.8, 0.4,0.9,2.2, 6.8
Andrew DeClercq, CLE, C,26,82, 31, 22.3,2.7,5.4, .508, 0.0,0.0,, 2.7, 5.4,.508,.508, 1.1,2.0,.588, 1.9,3.5,5.4,0.7, 0.8, 0.8,1.3,3.4, 6.6
Vinny Del Negro, MIL, PG,33,67, 0, 18.1,2.3,4.9, .471, 0.1,0.4,.333, 2.2, 4.5,.482,.483, 0.5,0.6,.897, 0.1,1.5,1.6,2.4, 0.5, 0.0,0.7,1.2, 5.2
Tony Delk, SAC, PG,26,46, 1, 14.8,2.6,6.1, .430, 0.2,0.9,.225, 2.4, 5.2,.464,.446, 1.0,1.3,.797, 0.8,1.1,1.9,1.2, 0.8, 0.1,0.7,1.3, 6.4
Derrick Dial, SAS, SG,24,8, 0, 11.9,2.1,5.8, .370, 0.4,1.5,.250, 1.8, 4.3,.412,.402, 0.4,0.6,.600, 1.8,1.5,3.3,0.6, 0.1, 0.1,0.8,1.3, 5.0
Michael Dickerson, VAN, SG,24,82, 82, 37.8,6.8,15.5, .436, 1.5,3.5,.409, 5.3, 11.9,.444,.483, 3.3,4.0,.830, 1.0,2.5,3.4,2.5, 1.4, 0.5,2.0,2.8, 18.2
Vlade Divac*, SAC, C,31,82, 81, 29.0,4.7,9.3, .503, 0.1,0.3,.269, 4.6, 9.0,.511,.507, 2.8,4.1,.691, 2.1,5.9,8.0,3.0, 1.3, 1.3,2.3,3.1, 12.3
Michael Doleac, ORL, C,22,81, 29, 16.5,3.0,6.6, .452, 0.0,0.0,.500, 3.0, 6.6,.452,.453, 1.0,1.2,.842, 1.1,3.0,4.1,0.8, 0.4, 0.4,0.8,2.8, 7.0
Sherman Douglas, NJN, PG,33,20, 2, 15.5,2.3,4.5, .500, 0.3,0.8,.313, 2.0, 3.7,.541,.528, 1.3,1.4,.893, 0.7,0.8,1.5,1.7, 0.9, 0.0,1.2,1.3, 6.0
Bryce Drew, HOU, PG,25,72, 5, 18.0,2.2,5.7, .383, 0.8,2.3,.362, 1.4, 3.5,.396,.454, 0.6,0.7,.849, 0.3,1.1,1.4,2.3, 0.6, 0.0,0.9,1.1, 5.8
Chris Dudley, NYK, C,34,47, 3, 9.8,0.5,1.4, .343, 0.0,0.0,, 0.5, 1.4,.343,.343, 0.2,0.6,.333, 1.3,1.6,2.9,0.1, 0.1, 0.4,0.4,2.0, 1.2
Tim Duncan*, SAS, PF,23,74, 74, 38.9,8.5,17.3, .490, 0.0,0.1,.091, 8.5, 17.2,.494,.491, 6.2,8.1,.761, 3.5,8.9,12.4,3.2, 0.9, 2.2,3.3,2.8, 23.2
Howard Eisley, UTA, PG,27,82, 5, 25.6,3.4,8.2, .418, 0.7,2.0,.368, 2.7, 6.2,.434,.462, 1.0,1.2,.824, 0.3,1.8,2.1,4.2, 0.7, 0.1,1.6,2.7, 8.6
Obinna Ekezie, VAN, PF,24,39, 0, 9.0,1.1,2.3, .466, 0.0,0.0,, 1.1, 2.3,.466,.466, 1.1,1.6,.672, 0.9,1.5,2.4,0.2, 0.2, 0.1,0.7,1.6, 3.2
Mario Elie, SAS, SF,36,79, 79, 28.1,2.5,5.8, .427, 0.9,2.4,.398, 1.5, 3.4,.446,.508, 1.6,1.9,.846, 0.6,2.5,3.2,2.4, 0.9, 0.1,1.6,2.0, 7.5
Sean Elliott, SAS, SF,31,19, 19, 20.6,2.0,5.6, .358, 0.7,1.9,.351, 1.3, 3.6,.362,.420, 1.3,1.7,.781, 0.3,2.2,2.5,1.5, 0.6, 0.1,1.0,1.8, 6.0
Dale Ellis, TOT, SG,39,42, 5, 13.4,1.6,3.8, .415, 0.9,2.4,.370, 0.7, 1.4,.492,.531, 0.2,0.3,.692, 0.3,1.0,1.3,0.3, 0.3, 0.0,0.5,1.1, 4.2
Dale Ellis, MIL, SG,39,18, 0, 18.0,2.6,5.6, .465, 1.3,3.6,.354, 1.3, 2.0,.667,.579, 0.3,0.5,.667, 0.4,1.5,1.9,0.3, 0.3, 0.0,0.4,1.3, 6.8
Dale Ellis, CHH, SG,39,24, 5, 10.0,0.8,2.4, .328, 0.6,1.5,.400, 0.2, 1.0,.217,.448, 0.1,0.2,.750, 0.3,0.7,0.9,0.3, 0.3, 0.0,0.5,0.9, 2.3
LaPhonso Ellis, ATL, PF,29,58, 8, 22.6,3.6,8.0, .450, 0.1,0.4,.143, 3.6, 7.6,.465,.454, 1.1,1.6,.695, 1.7,3.3,5.0,1.0, 0.6, 0.4,0.9,2.3, 8.4
Pervis Ellison, BOS, C,32,30, 5, 9.0,0.6,1.4, .442, 0.0,0.0,, 0.6, 1.4,.442,.442, 0.5,0.7,.714, 1.0,1.3,2.2,0.4, 0.3, 0.3,0.4,2.2, 1.8
Evan Eschmeyer, NJN, C,24,31, 5, 12.0,1.2,2.3, .528, 0.0,0.0,, 1.2, 2.3,.528,.528, 0.5,1.0,.500, 1.3,2.2,3.5,0.7, 0.3, 0.7,0.7,2.7, 2.9
Patrick Ewing*, NYK, C,37,62, 62, 32.8,5.8,12.5, .466, 0.0,0.0,.000, 5.8, 12.5,.467,.466, 3.3,4.6,.731, 2.3,7.5,9.7,0.9, 0.6, 1.4,2.3,3.2, 15.0
Tony Farmer, GSW, PF,30,74, 9, 16.2,1.7,4.2, .407, 0.1,0.6,.182, 1.6, 3.6,.444,.420, 2.7,3.6,.766, 1.6,2.4,4.0,1.0, 0.9, 0.2,1.1,2.3, 6.3
Jamie Feick, NJN, C,25,81, 17, 27.7,2.2,5.2, .428, 0.0,0.0,1.000, 2.2, 5.2,.424,.431, 1.2,1.6,.707, 3.3,6.1,9.3,0.8, 0.5, 0.5,0.7,2.5, 5.7
Danny Ferry, CLE, PF,33,63, 3, 21.0,3.0,6.0, .497, 0.5,1.2,.440, 2.5, 4.8,.511,.541, 0.8,0.9,.912, 0.9,2.9,3.8,1.1, 0.3, 0.4,0.9,2.9, 7.3
Michael Finley, DAL, SF,26,82, 82, 42.2,9.1,20.0, .457, 1.2,3.0,.401, 7.9, 16.9,.467,.487, 3.2,3.9,.820, 1.5,4.8,6.3,5.3, 1.3, 0.4,2.4,2.1, 22.6
Derek Fisher, LAL, PG,25,78, 22, 23.1,2.1,6.2, .346, 0.7,2.1,.313, 1.5, 4.1,.363,.400, 1.3,1.9,.724, 0.3,1.6,1.8,2.8, 1.0, 0.0,1.0,1.9, 6.3
Danny Fortson, BOS, PF,23,55, 5, 15.6,2.5,4.8, .528, 0.0,0.0,, 2.5, 4.8,.528,.528, 2.5,3.4,.735, 2.6,4.1,6.7,0.5, 0.4, 0.1,1.2,3.3, 7.6
Greg Foster, SEA, PF,31,60, 5, 12.0,1.5,3.7, .406, 0.1,0.3,.200, 1.5, 3.5,.421,.413, 0.3,0.5,.643, 0.3,1.5,1.8,0.7, 0.2, 0.3,0.5,1.8, 3.4
Jeff Foster, IND, C,23,19, 0, 4.5,0.7,1.2, .565, 0.0,0.1,.000, 0.7, 1.2,.591,.565, 0.9,1.3,.680, 0.6,1.1,1.7,0.3, 0.3, 0.1,0.1,0.9, 2.3
Rick Fox, LAL, SF,30,82, 1, 18.0,2.5,6.1, .414, 0.7,2.2,.326, 1.8, 3.9,.464,.473, 0.8,1.0,.808, 0.8,1.6,2.4,1.7, 0.6, 0.3,1.1,2.5, 6.5
Adonal Foyle, GSW, C,24,76, 59, 21.8,2.5,5.0, .508, 0.0,0.0,, 2.5, 5.0,.508,.508, 0.4,1.2,.378, 2.3,3.3,5.6,0.6, 0.3, 1.8,0.9,2.9, 5.5
Steve Francis, HOU, PG,22,77, 77, 36.1,6.5,14.5, .445, 1.4,4.0,.345, 5.1, 10.5,.483,.493, 3.7,4.7,.786, 2.0,3.3,5.3,6.6, 1.5, 0.4,4.0,3.0, 18.0
Todd Fuller, CHH, C,25,41, 2, 9.7,1.2,3.0, .418, 0.0,0.0,, 1.2, 3.0,.418,.418, 0.8,1.3,.604, 0.9,1.8,2.7,0.1, 0.2, 0.2,0.7,1.1, 3.3
Lawrence Funderburke, SAC, PF,29,75, 1, 13.7,2.5,4.7, .523, 0.0,0.0,.000, 2.5, 4.7,.526,.523, 1.5,2.2,.706, 1.3,1.8,3.1,0.4, 0.4, 0.3,0.5,1.2, 6.4
Kevin Garnett*, MIN, PF,23,81, 81, 40.0,9.4,18.8, .497, 0.4,1.0,.370, 9.0, 17.8,.504,.507, 3.8,5.0,.765, 2.8,9.0,11.8,5.0, 1.5, 1.6,3.3,2.5, 22.9
Dean Garrett, MIN, C,33,56, 23, 10.8,0.9,1.9, .444, 0.0,0.0,, 0.9, 1.9,.444,.444, 0.3,0.5,.692, 0.7,1.8,2.5,0.3, 0.1, 0.7,0.4,1.7, 2.0
Kiwane Lemorris Garris, ORL, SG,25,3, 0, 7.7,0.7,3.3, .200, 0.0,0.3,.000, 0.7, 3.0,.222,.200, 0.0,0.0,, 0.0,0.3,0.3,0.7, 0.0, 0.0,0.3,0.0, 1.3
Pat Garrity, ORL, SF,23,82, 1, 18.0,3.1,7.1, .441, 1.0,2.4,.401, 2.2, 4.7,.461,.509, 1.0,1.4,.721, 0.5,2.0,2.6,0.7, 0.4, 0.2,1.0,2.4, 8.2
Chris Gatling, TOT, PF,32,85, 0, 21.3,4.3,9.4, .455, 0.2,0.8,.257, 4.1, 8.6,.474,.466, 3.1,4.4,.713, 1.8,4.1,5.9,0.8, 1.0, 0.3,2.0,2.9, 11.9
Chris Gatling, ORL, PF,32,45, 0, 23.1,4.7,10.3, .455, 0.2,0.5,.304, 4.5, 9.8,.462,.462, 3.8,5.4,.698, 2.0,4.6,6.6,0.9, 1.1, 0.2,2.3,3.2, 13.3
Chris Gatling, DEN, PF,32,40, 0, 19.3,3.9,8.5, .456, 0.3,1.2,.234, 3.6, 7.3,.491,.472, 2.4,3.2,.742, 1.6,3.6,5.1,0.8, 0.9, 0.3,1.6,2.6, 10.4
Matt Geiger, PHI, C,30,65, 20, 21.6,4.0,9.1, .441, 0.0,0.1,.000, 4.0, 9.0,.444,.441, 1.7,2.2,.779, 2.4,3.6,6.0,0.6, 0.4, 0.3,1.4,3.0, 9.7
Devean George, LAL, SF,22,49, 1, 7.0,1.1,2.9, .389, 0.3,1.0,.340, 0.8, 2.0,.412,.444, 0.6,0.8,.659, 0.6,0.9,1.5,0.2, 0.2, 0.1,0.4,1.1, 3.2
Kendall Gill, NJN, SF,31,76, 75, 31.0,5.2,12.6, .414, 0.3,1.0,.256, 4.9, 11.6,.428,.425, 2.4,3.4,.710, 1.1,2.6,3.7,2.8, 1.8, 0.5,1.2,2.8, 13.1
Armen Gilliam, UTA, PF,35,50, 0, 15.6,2.7,6.1, .436, 0.0,0.0,.000, 2.7, 6.1,.438,.436, 1.3,1.7,.779, 1.4,2.7,4.2,0.8, 0.2, 0.3,1.1,1.7, 6.7
Dion Glover, ATL, SG,21,30, 1, 14.9,2.2,5.7, .386, 0.4,1.5,.267, 1.8, 4.2,.429,.421, 1.7,2.3,.729, 0.5,0.8,1.3,0.9, 0.5, 0.1,0.9,0.9, 6.5
Brian Grant, POR, PF,27,63, 14, 21.0,2.7,5.6, .491, 0.0,0.0,.500, 2.7, 5.6,.491,.493, 1.8,2.6,.675, 1.9,3.5,5.5,1.0, 0.5, 0.4,1.3,2.6, 7.3
Gary Grant, POR, PG,34,3, 0, 8.0,2.0,4.7, .429, 0.0,0.0,, 2.0, 4.7,.429,.429, 0.0,0.0,, 0.0,1.0,1.0,0.3, 0.3, 0.0,0.7,1.0, 4.0
Horace Grant, SEA, PF,34,76, 76, 35.4,3.5,7.9, .444, 0.0,0.1,.000, 3.5, 7.8,.447,.444, 1.1,1.5,.721, 2.2,5.6,7.8,2.5, 0.7, 0.8,0.8,2.5, 8.1
Devin Gray, HOU, SF,27,21, 2, 5.9,0.7,1.8, .405, 0.0,0.0,, 0.7, 1.8,.405,.405, 0.9,1.4,.655, 0.5,0.7,1.2,0.2, 0.2, 0.1,0.2,1.0, 2.3
A.C. Green, LAL, PF,36,82, 82, 23.5,2.1,4.7, .447, 0.0,0.0,.250, 2.1, 4.7,.449,.448, 0.8,1.2,.695, 2.0,4.0,5.9,1.0, 0.6, 0.2,0.6,1.5, 5.0
Adrian Griffin, BOS, SG,25,72, 47, 26.8,2.4,5.7, .424, 0.2,0.8,.281, 2.2, 4.9,.447,.443, 1.7,2.2,.753, 1.8,3.4,5.2,2.5, 1.6, 0.2,1.3,3.1, 6.7
Tom Gugliotta, PHO, PF,30,54, 54, 32.7,5.7,11.9, .481, 0.0,0.1,.125, 5.7, 11.8,.485,.481, 2.2,2.8,.775, 2.6,5.3,7.9,2.3, 1.5, 0.6,2.0,2.8, 13.7
Darvin Ham, MIL, SF,26,35, 21, 22.6,2.0,3.7, .555, 0.0,0.0,.000, 2.0, 3.6,.559,.555, 1.0,2.2,.449, 2.4,2.5,4.9,1.2, 0.8, 0.8,0.8,2.9, 5.1
Richard Hamilton, WAS, SG,21,71, 12, 19.3,3.6,8.5, .420, 0.4,1.1,.364, 3.2, 7.4,.428,.443, 1.5,1.9,.774, 0.5,1.3,1.8,1.5, 0.4, 0.1,1.2,2.0, 9.0
Thomas Hamilton, HOU, C,24,22, 7, 12.4,1.6,3.6, .443, 0.0,0.0,, 1.6, 3.6,.443,.443, 0.5,1.0,.522, 1.4,2.7,4.1,0.7, 0.2, 0.6,1.3,1.1, 3.7
Tom Hammonds, MIN, PF,32,56, 0, 6.6,0.8,1.7, .433, 0.0,0.0,, 0.8, 1.7,.433,.433, 0.6,1.0,.589, 0.6,1.2,1.8,0.2, 0.1, 0.1,0.4,1.0, 2.1
Anfernee Hardaway, PHO, SG,28,60, 60, 37.6,6.3,13.3, .474, 0.6,1.7,.324, 5.8, 11.6,.496,.494, 3.8,4.8,.790, 1.5,4.3,5.8,5.3, 1.6, 0.6,2.6,2.7, 16.9
Tim Hardaway, MIA, PG,33,52, 52, 32.2,4.7,12.3, .386, 1.8,4.9,.367, 2.9, 7.3,.398,.459, 2.1,2.6,.827, 0.5,2.4,2.9,7.4, 0.9, 0.1,2.3,2.2, 13.4
Ron Harper, LAL, PG,36,80, 78, 25.5,2.7,6.6, .399, 0.4,1.3,.311, 2.2, 5.3,.421,.430, 1.3,1.8,.680, 1.2,3.0,4.2,3.4, 1.1, 0.5,1.7,2.1, 7.0
Matt Harpring, ORL, SF,23,4, 0, 15.8,1.0,4.3, .235, 0.5,0.5,1.000, 0.5, 3.8,.133,.294, 1.5,1.8,.857, 1.3,1.8,3.0,2.0, 1.3, 0.3,0.3,1.8, 4.0
Al Harrington, IND, PF,19,50, 0, 17.1,2.4,5.3, .458, 0.2,0.7,.235, 2.3, 4.6,.491,.473, 1.6,2.2,.703, 0.9,2.2,3.2,0.8, 0.5, 0.2,1.3,2.6, 6.6
Othella Harrington, VAN, PF,26,82, 82, 32.6,5.1,10.1, .506, 0.0,0.0,.000, 5.1, 10.1,.507,.506, 2.9,3.6,.792, 2.4,4.5,6.9,1.2, 0.4, 0.7,2.6,3.5, 13.1
Lucious Harris, NJN, SG,29,77, 11, 19.6,2.6,6.0, .428, 0.5,1.5,.330, 2.1, 4.5,.460,.469, 1.0,1.3,.798, 0.7,1.7,2.4,1.3, 0.8, 0.1,0.5,1.3, 6.7
Antonio Harvey, POR, PF,29,19, 0, 7.2,0.9,1.6, .567, 0.0,0.0,, 0.9, 1.6,.567,.567, 0.4,0.6,.583, 0.4,1.3,1.7,0.3, 0.1, 0.3,0.6,1.1, 2.2
Hersey Hawkins, CHI, SG,33,61, 49, 26.6,2.6,6.1, .424, 0.9,2.3,.390, 1.7, 3.8,.444,.497, 1.8,2.0,.899, 0.5,2.4,2.9,2.2, 1.2, 0.2,1.6,2.4, 7.9
Michael Hawkins, CHH, PG,27,12, 0, 3.0,0.3,1.1, .231, 0.1,0.4,.200, 0.2, 0.7,.250,.269, 0.1,0.2,.500, 0.0,0.6,0.6,1.1, 0.0, 0.0,0.3,0.2, 0.7
Alan Henderson, ATL, PF,27,82, 82, 33.8,5.2,11.3, .461, 0.0,0.1,.100, 5.2, 11.2,.465,.462, 2.7,4.1,.671, 3.2,3.7,7.0,0.9, 1.0, 0.7,1.7,2.8, 13.2
Cedric Henderson, CLE, SF,24,61, 7, 18.1,2.1,5.3, .396, 0.0,0.2,.067, 2.1, 5.1,.412,.397, 1.1,1.7,.663, 0.6,1.7,2.3,0.9, 0.6, 0.3,1.1,1.6, 5.4
Mark Hendrickson, TOT, PF,25,15, 0, 4.7,0.3,0.5, .625, 0.0,0.0,, 0.3, 0.5,.625,.625, 0.2,0.3,.750, 0.2,0.7,0.9,0.4, 0.1, 0.1,0.2,0.5, 0.9
Mark Hendrickson, CLE, PF,25,10, 0, 4.7,0.5,0.7, .714, 0.0,0.0,, 0.5, 0.7,.714,.714, 0.2,0.2,1.000, 0.2,0.9,1.1,0.3, 0.2, 0.1,0.3,0.7, 1.2
Mark Hendrickson, NJN, PF,25,5, 0, 4.8,0.0,0.2, .000, 0.0,0.0,, 0.0, 0.2,.000,.000, 0.2,0.4,.500, 0.2,0.2,0.4,0.6, 0.0, 0.0,0.0,0.2, 0.2
Chris Herren, DEN, PG,24,45, 1, 13.3,1.0,2.8, .363, 0.5,1.5,.358, 0.5, 1.3,.368,.460, 0.6,0.9,.675, 0.3,0.9,1.2,2.5, 0.3, 0.0,0.9,1.6, 3.1
Grant Hill*, DET, SF,27,74, 74, 37.5,9.4,19.2, .489, 0.5,1.3,.347, 8.9, 17.9,.500,.501, 6.5,8.2,.795, 1.3,5.3,6.6,5.2, 1.4, 0.6,3.2,2.6, 25.8
Tyrone Hill, PHI, PF,31,68, 65, 31.7,4.7,9.6, .485, 0.0,0.0,.000, 4.7, 9.6,.485,.485, 2.6,3.8,.691, 3.2,6.0,9.2,0.8, 0.9, 0.4,1.8,3.6, 12.0
Fred Hoiberg, CHI, SG,27,31, 11, 27.3,2.9,7.4, .387, 1.0,3.0,.340, 1.8, 4.4,.419,.457, 2.2,2.5,.908, 0.2,3.3,3.5,2.7, 1.3, 0.1,1.4,2.1, 9.0
Derek Hood, CHH, PF,23,2, 0, 2.0,0.0,1.5, .000, 0.0,0.0,, 0.0, 1.5,.000,.000, 0.0,0.0,, 0.0,0.5,0.5,0.0, 0.0, 0.0,0.0,0.0, 0.0
Jeff Hornacek, UTA, SG,36,77, 77, 27.7,4.6,9.5, .492, 0.9,1.8,.478, 3.8, 7.7,.495,.537, 2.2,2.3,.950, 0.6,1.7,2.4,2.6, 0.9, 0.2,1.5,1.9, 12.4
Robert Horry, LAL, PF,29,76, 0, 22.2,2.1,4.8, .438, 0.4,1.2,.309, 1.7, 3.5,.483,.478, 1.2,1.5,.788, 1.8,3.0,4.8,1.6, 1.1, 1.1,1.0,2.5, 5.7
Allan Houston, NYK, SG,28,82, 82, 38.6,7.5,15.5, .483, 1.3,3.0,.436, 6.2, 12.5,.494,.525, 3.4,4.1,.838, 0.5,2.8,3.3,2.7, 0.8, 0.2,2.3,2.7, 19.7
Juwan Howard, WAS, PF,26,82, 82, 35.5,6.2,13.5, .459, 0.0,0.1,.000, 6.2, 13.4,.462,.459, 2.5,3.4,.735, 1.6,4.1,5.7,3.0, 0.8, 0.3,2.7,3.6, 14.9
Troy Hudson, LAC, PG,23,62, 38, 25.7,3.3,8.7, .377, 1.0,3.1,.311, 2.3, 5.6,.414,.433, 1.2,1.5,.811, 0.5,1.9,2.4,3.9, 0.7, 0.0,1.7,1.0, 8.8
Larry Hughes, TOT, SG,21,82, 37, 28.3,5.6,14.0, .400, 0.4,1.5,.232, 5.2, 12.5,.421,.413, 3.4,4.6,.740, 1.4,2.9,4.3,2.5, 1.4, 0.3,2.4,2.3, 15.0
Larry Hughes, PHI, SG,21,50, 5, 20.4,3.8,9.2, .416, 0.2,1.0,.216, 3.6, 8.2,.441,.428, 2.1,2.8,.746, 1.0,2.1,3.2,1.5, 1.1, 0.2,1.9,1.9, 10.0
Larry Hughes, GSW, SG,21,32, 32, 40.8,8.3,21.4, .389, 0.6,2.3,.243, 7.8, 19.1,.407,.402, 5.4,7.3,.736, 1.9,4.0,5.9,4.1, 1.9, 0.5,3.1,3.0, 22.7
Rick Hughes, DAL, PF,26,21, 0, 10.7,1.7,3.4, .486, 0.0,0.0,.000, 1.7, 3.4,.493,.486, 0.6,1.2,.462, 1.1,1.2,2.3,0.4, 0.1, 0.0,0.7,1.4, 3.9
Lindsey Hunter, DET, PG,29,82, 82, 35.6,4.6,10.9, .425, 2.0,4.7,.432, 2.6, 6.1,.419,.519, 1.4,1.9,.760, 0.4,2.6,3.0,4.0, 1.6, 0.3,1.8,2.6, 12.7
Allen Iverson*, PHI, SG,24,70, 70, 40.8,10.4,24.8, .421, 1.3,3.7,.341, 9.1, 21.0,.435,.446, 6.3,8.9,.713, 1.0,2.8,3.8,4.7, 2.1, 0.1,3.3,2.3, 28.4
Bobby Jackson, MIN, PG,26,73, 10, 14.2,1.9,4.7, .405, 0.2,0.6,.283, 1.7, 4.1,.423,.423, 1.0,1.3,.776, 0.7,1.4,2.1,2.4, 0.7, 0.1,0.8,1.6, 5.1
Jaren Jackson, SAS, SG,32,81, 12, 20.9,2.3,6.0, .381, 1.3,3.8,.353, 1.0, 2.2,.429,.492, 0.4,0.6,.647, 0.4,1.8,2.2,1.5, 0.7, 0.1,0.8,1.9, 6.3
Jermaine Jackson, DET, SG,23,7, 0, 10.4,0.1,1.6, .091, 0.0,0.1,.000, 0.1, 1.4,.100,.091, 0.7,1.1,.625, 0.1,1.4,1.6,0.6, 0.4, 0.0,1.0,1.0, 1.0
Jim Jackson, ATL, SF,29,79, 76, 35.0,6.4,15.6, .411, 1.5,3.8,.386, 4.9, 11.8,.418,.458, 2.4,2.7,.877, 1.3,3.7,5.0,2.9, 0.7, 0.1,2.3,2.1, 16.7
Mark Jackson, IND, PG,34,81, 81, 27.0,3.0,7.0, .432, 1.1,2.7,.403, 1.9, 4.3,.450,.510, 1.0,1.2,.806, 0.8,2.9,3.7,8.0, 0.9, 0.1,2.1,1.4, 8.1
Randell Jackson, DAL, PF,24,1, 0, 1.0,0.0,0.0, , 0.0,0.0,, 0.0, 0.0,,, 0.0,0.0,, 0.0,0.0,0.0,0.0, 0.0, 0.0,0.0,0.0, 0.0
Sam Jacobson, TOT, PG,24,52, 5, 13.1,2.1,4.1, .509, 0.2,0.5,.375, 1.9, 3.6,.527,.531, 0.6,0.8,.732, 0.5,0.9,1.4,0.6, 0.6, 0.1,0.6,2.2, 4.9
Sam Jacobson, LAL, PG,24,3, 0, 6.0,1.7,3.0, .556, 0.0,0.0,, 1.7, 3.0,.556,.556, 0.0,0.7,.000, 0.0,0.3,0.3,0.7, 0.3, 0.0,0.7,0.3, 3.3
Sam Jacobson, GSW, PG,24,49, 5, 13.5,2.1,4.1, .507, 0.2,0.5,.375, 1.9, 3.7,.525,.530, 0.6,0.8,.769, 0.5,0.9,1.4,0.6, 0.6, 0.1,0.6,2.3, 5.0
Tim James, MIA, SF,23,4, 0, 5.8,1.3,3.5, .357, 0.0,0.0,, 1.3, 3.5,.357,.357, 0.3,0.8,.333, 0.8,0.3,1.0,0.5, 0.0, 0.8,0.5,0.3, 2.8
Antawn Jamison, GSW, SF,23,43, 41, 36.2,8.3,17.6, .471, 0.0,0.2,.286, 8.2, 17.4,.473,.472, 3.0,4.8,.611, 4.0,4.3,8.3,2.1, 0.7, 0.3,2.6,2.7, 19.6
Harold Jamison, MIA, PF,23,12, 0, 6.2,0.6,1.7, .350, 0.0,0.0,, 0.6, 1.7,.350,.350, 0.3,1.5,.222, 1.3,0.4,1.8,0.3, 0.2, 0.1,0.3,1.4, 1.5
Anthony Johnson, TOT, PG,25,56, 6, 11.4,1.1,2.9, .378, 0.0,0.2,.182, 1.1, 2.7,.392,.384, 0.5,0.7,.718, 0.4,0.5,0.9,1.3, 0.6, 0.1,0.6,1.0, 2.8
Anthony Johnson, ATL, PG,25,38, 2, 11.1,0.9,2.7, .350, 0.0,0.2,.167, 0.9, 2.6,.361,.354, 0.5,0.6,.792, 0.4,0.6,1.0,1.6, 0.6, 0.1,0.6,1.1, 2.4
Anthony Johnson, ORL, PG,25,18, 4, 11.9,1.4,3.4, .426, 0.1,0.3,.200, 1.4, 3.1,.446,.434, 0.5,0.8,.600, 0.3,0.3,0.7,0.7, 0.6, 0.1,0.4,0.9, 3.4
Avery Johnson, SAS, PG,34,82, 82, 31.4,4.9,10.4, .473, 0.0,0.1,.111, 4.9, 10.3,.477,.474, 1.4,1.9,.735, 0.4,1.5,1.9,6.0, 0.9, 0.2,1.7,1.8, 11.2
DeMarco Johnson, NYK, PF,24,5, 0, 7.4,0.6,1.8, .333, 0.0,0.0,, 0.6, 1.8,.333,.333, 0.0,0.0,, 0.6,0.8,1.4,0.0, 0.2, 0.0,0.6,1.0, 1.2
Ervin Johnson, MIL, C,32,80, 74, 26.6,1.8,3.5, .516, 0.0,0.0,.000, 1.8, 3.5,.518,.516, 1.2,2.0,.605, 2.9,5.2,8.1,0.6, 1.0, 1.6,1.0,3.7, 4.8
Kevin Johnson, PHO, PG,33,6, 0, 18.8,2.7,4.7, .571, 0.2,0.2,1.000, 2.5, 4.5,.556,.589, 1.2,1.2,1.000, 0.0,2.7,2.7,4.0, 0.3, 0.0,1.2,1.0, 6.7
